trace_id,condition,split,stage,episode,requested_Unity_seed,action_sampler_seed,policy_initialization_seed,decisions,valid_pairs,q_min,q_median,q_max,q_mean,pairs_with_any_clipping,task_events,raw_final_score,terminated,truncated,end_reason,pair_sequence_sha256,config_sha256,source_sha256
P1-MAX/attempt-01/train/episode-25,MAX,training,train,25,2102,,1102,600,39,0.07551408415985969,0.42627331976014665,0.6573941237632435,0.4044745948310656,5,0.0,0.0,False,True,wrapper_decision_limit,49f8b32f36f2338e04e77a22b31db22b09fd8099f29b807ee17e2732e01291b9,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-26,MAX,training,train,26,2102,,1102,600,39,0.1253436317014647,0.39502520724534895,0.7131865491644569,0.43797056092034775,2,0.0,0.0,False,True,wrapper_decision_limit,d512997af9493b15774a01eb656ad1a3391b2c8d05308e2bf44f46960b097e23,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-27,MAX,training,train,27,2102,,1102,600,39,0.08686700616159908,0.4228508058070136,0.6775189215244584,0.417318708678898,0,0.0,0.0,False,True,wrapper_decision_limit,14515e3ab1c74ad53cc106abb65b1c1d0599e141785e60b65c3c52374ad143f2,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-28,MAX,training,train,28,2102,,1102,600,39,0.10702191463623156,0.44769620974920077,0.7151835420089144,0.4586901825187833,0,0.0,0.0,False,True,wrapper_decision_limit,68502f24d868104a17b605d227fde306c79a0a0b3dc9f95defdb23b4c4185376,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-29,MAX,training,train,29,2102,,1102,600,39,0.05423316043520321,0.43520760532514197,0.5662614589375451,0.40274192194303016,1,0.0,0.0,False,True,wrapper_decision_limit,dffe2c493c3ac59c7d03a1672357245569cbc9867dc39ccf6a93817916496f93,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-30,MAX,training,train,30,2102,,1102,600,39,0.310111885046567,0.46837755493655964,0.643593725137593,0.4732772222444868,0,1.0,1.0,False,True,wrapper_decision_limit,3ddbc59a3920c15cba399b993522eaeec99a7a4f4656253d0be38676149d3f2b,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-31,MAX,training,train,31,2102,,1102,600,39,0.07194605815009639,0.4223565579165398,0.6704714051142808,0.42510186699393215,6,0.0,0.0,False,True,wrapper_decision_limit,6685325993b277ec2a60731a8e88bf3c53fd69b9d97eded9b07b4f7dd0b3c557,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-32,MAX,training,train,32,2102,,1102,600,39,0.18577028109271704,0.4725432123990694,0.7672358076838119,0.46724196722364386,2,1.0,1.0,False,True,wrapper_decision_limit,d20f7f1aa76b7ef3435fe11dba4d3c0ae650ce10f021ec55ec4d91825aae603d,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-33,MAX,training,train,33,2102,,1102,600,39,0.15429341263040441,0.4850863548155072,0.7161301672293222,0.4670633578645543,1,0.0,0.0,False,True,wrapper_decision_limit,d4f34dfcd532ab0ada1feb6bae0b25578324af85ae83514481504d299c66df21,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-34,MAX,training,train,34,2102,,1102,600,39,0.3495352150104816,0.5122473866842776,0.7116015877830566,0.5224567153207621,2,0.0,0.0,False,True,wrapper_decision_limit,7955dbbec83efa564b9815edf636a59e3973fce8bf11c28a7bdc88ce291db28a,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-35,MAX,training,train,35,2102,,1102,600,39,0.15331982431891958,0.4311365203773194,0.6370680176022977,0.4331423817825634,0,0.0,0.0,False,True,wrapper_decision_limit,f7650c6806025c4883fd5e231c1110768274bf0de4757b14b042e739641cc513,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-36,MAX,training,train,36,2102,,1102,600,39,0.32746242659362435,0.4770882553672456,0.6802698992638783,0.4913791852001779,0,1.0,1.0,False,True,wrapper_decision_limit,cce751061b719430cecd468a8f4ea061f900afa42d684a7c31895973bc7bb0f5,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-37,MAX,training,train,37,2102,,1102,600,39,0.15715249185774388,0.46631446046325775,0.7516639709740626,0.45451839343473677,0,0.0,0.0,False,True,wrapper_decision_limit,a292ee2fe2ab6ea00e12a3ec16404c649dbfaafea6fb3388e49a43fd4874ebfe,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-38,MAX,training,train,38,2102,,1102,600,39,0.10070252783156006,0.4570704301149693,0.7322479541264644,0.4405498334052336,1,0.0,0.0,False,True,wrapper_decision_limit,e637ffc15d7133c5f7cac236bc1d5d4ba64a957a6a8b81171bee9d02f9b31727,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-39,MAX,training,train,39,2102,,1102,600,39,0.12285034219999205,0.4496752454144394,0.690420073030572,0.44348333279067137,0,0.0,0.0,False,True,wrapper_decision_limit,ab3b71607515e51f251fea3b02a210469b7d9c870a2c17143ba0b4c5967ef74a,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-40,MAX,training,train,40,2102,,1102,600,39,0.16474772363914686,0.5062477408052054,0.728137411096661,0.5054487602070802,0,0.0,0.0,False,True,wrapper_decision_limit,05a64bed668c352e54979526008a0ac33895e12d5528b7237361bece894f9293,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-41,MAX,training,train,41,2102,,1102,600,39,0.12568858923620424,0.4894990300863812,0.7245600509291524,0.47237533338632715,0,0.0,0.0,False,True,wrapper_decision_limit,38f3620eba2d4fae951d564b61298bc410b9bce155d41a46078bff401f0a5618,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-42,MAX,training,train,42,2102,,1102,600,39,0.18635948448728296,0.5185378328290418,0.6769965908578343,0.5070437689628786,0,0.0,0.0,False,True,wrapper_decision_limit,d8a1db9a7dac49939ba1c9ea2e11256bdcdaa7c5a0758b8962605fa70379eecd,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-43,MAX,training,train,43,2102,,1102,600,39,0.2637073275347352,0.4889326097673038,0.7182508890632006,0.489559843013925,0,0.0,0.0,False,True,wrapper_decision_limit,c9fabb3ff3cc8a467fcc0b856ce3ddaf6b9743e66d1ba5bf91276d1bfc501322,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-44,MAX,training,train,44,2102,,1102,600,39,0.18139027678345118,0.48224319552622585,0.68166898076009,0.4817779832985721,0,0.0,0.0,False,True,wrapper_decision_limit,150228176cf5a53e7d13d60e8933694ea9bc12e08b4f1d62cc25df697d80b012,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-45,MAX,training,train,45,2102,,1102,600,39,0.18931350375163583,0.5484939320635288,0.6675502891838418,0.5278146276424435,0,0.0,0.0,False,True,wrapper_decision_limit,4fcae88b986e73ff89e13e4304d8ae5ffedd1e76de23ccc43631ce21c0021e9d,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-46,MAX,training,train,46,2102,,1102,600,39,0.2536568209496714,0.6314781586623719,0.8880769488904233,0.6108616659767966,2,0.0,0.0,False,True,wrapper_decision_limit,13d8207fe071f03b4fbb14037b61892059e5ae979c7a3f7f29bfaf7c1f6c8b67,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-47,MAX,training,train,47,2102,,1102,600,39,0.24529247846641306,0.5575101991077626,0.7019924897096951,0.5399064523921505,0,0.0,0.0,False,True,wrapper_decision_limit,300be9f3ec993078e9faf0307c808d4ab8e18dcc5c068ffbbed49805b30d8dea,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-48,MAX,training,train,48,2102,,1102,600,39,0.10244012100762614,0.473725338859692,0.722234010857967,0.47591708660509535,0,0.0,0.0,False,True,wrapper_decision_limit,bedab800f9499993c499f28c85e5333d7376d2aaad24fd1fac3ad417524fd4da,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-49,MAX,training,train,49,2102,,1102,600,39,0.1659195639986,0.523457905090053,0.7208970724901264,0.5258804309760226,0,0.0,0.0,False,True,wrapper_decision_limit,fbbee3ca35a2171a5b27f5838c6607107b1e2a3c6e5aa72e2e003979e65f3dc0,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-50,MAX,training,train,50,2102,,1102,600,39,0.3479427877833567,0.5324378783980589,0.6560695356879158,0.5281009723133822,0,0.0,0.0,False,True,wrapper_decision_limit,89b3740915653a3884c8ada27fd72492225ad38de7f87c9807a0d6cd78ee2bd2,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-51,MAX,training,train,51,2102,,1102,600,39,0.18249686858609865,0.5183793635514103,0.7437563513922426,0.49458084674065034,0,0.0,0.0,False,True,wrapper_decision_limit,df7f0b9abe1fba19c75acae269645e53f5f1e565f873182a549e7d7589d5db4e,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-52,MAX,training,train,52,2102,,1102,600,39,0.14847086487517502,0.4803588525880526,0.7117969369855025,0.4756901918749005,0,1.0,1.0,False,True,wrapper_decision_limit,82f0ae5545497bbbc4adc465527ef4ff052980eb303ac0b935dba27a7c3e0990,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-53,MAX,training,train,53,2102,,1102,600,39,0.10433569991779619,0.4931266656493875,0.6177712115394388,0.452615783058724,1,0.0,0.0,False,True,wrapper_decision_limit,a7c358bcecc4cab3ae8e78a81b6ad2acc40f910a4e36cc5151ddd3606aa34370,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-54,MAX,training,train,54,2102,,1102,600,39,0.08345200965104482,0.5545851785839908,0.7587523855077409,0.5060744645336048,3,0.0,0.0,False,True,wrapper_decision_limit,7dc1516bbc50310d44980817a0c0d8e22729faacafc2a83b11b03428ff935da7,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-55,MAX,training,train,55,2102,,1102,600,39,0.16165610210251183,0.53723342391797,0.7309766294337192,0.5268562104708159,2,0.0,0.0,False,True,wrapper_decision_limit,142509033890dfb4e8201337c3a043d804b97cec5046c3bab484d3964490287a,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-56,MAX,training,train,56,2102,,1102,600,39,0.3819681338780458,0.5430136432894771,0.6872073756645769,0.541667722374305,0,0.0,0.0,False,True,wrapper_decision_limit,0a61e17a9f7ee74ce6a181a515de7467fb5033ed85c04c474dce61a73d2a68a1,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-57,MAX,training,train,57,2102,,1102,600,39,0.1633879361941784,0.5343610408145698,0.706081766275298,0.5192588977022311,2,0.0,0.0,False,True,wrapper_decision_limit,90cb001c1647ad60e75b243318f916e0e95b4eb4d949f03bad3015721eab90eb,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-58,MAX,training,train,58,2102,,1102,600,39,0.06373155732002256,0.5237571759122359,0.7147689822911693,0.4920020458560714,2,0.0,0.0,False,True,wrapper_decision_limit,602cb5caa0a65a6e4384e3cf1d9e77afcf55a407facec0dd774b78ca5eb83eee,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-59,MAX,training,train,59,2102,,1102,600,39,0.14914037980909844,0.549533242369851,0.7926336199776067,0.5246360100071388,6,0.0,0.0,False,True,wrapper_decision_limit,28350e796c042884f703a2d285d91184f269e07ae6833a29fe5ae9493c884601,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-60,MAX,training,train,60,2102,,1102,600,39,0.266161023764632,0.5234332078296969,0.7981987393619617,0.5242871124342035,0,1.0,1.0,False,True,wrapper_decision_limit,de750876ac585fb78eee37d42491139e74564400198091bca0e3556eaa725d51,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-61,MAX,training,train,61,2102,,1102,600,39,0.2987451153694908,0.5535070250259251,0.7799153616300638,0.5400144036808141,0,1.0,1.0,False,True,wrapper_decision_limit,b371962e249346da5f87b1fcf5293a77b3981be0f2dc637f546040212fcc3f3a,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-62,MAX,training,train,62,2102,,1102,600,39,0.2027777465478132,0.4872719098089293,0.6690935462489815,0.4838004242389346,2,0.0,0.0,False,True,wrapper_decision_limit,e5761a49e8e2199bacce69ef1860bc6a9fda91df089239b607ed809e98d01f45,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-63,MAX,training,train,63,2102,,1102,600,39,0.18139834491565904,0.5126202574518011,0.8215220501915269,0.5152803355172966,2,1.0,1.0,False,True,wrapper_decision_limit,d696b7943a837e86927f121ab1f009cffe8f7c30440c3d22ff65f968cee85d31,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-64,MAX,training,train,64,2102,,1102,600,39,0.0732872549174984,0.5343777975025809,0.7820558372542493,0.4904093309555964,3,0.0,0.0,False,True,wrapper_decision_limit,530a08e013fe9d53c0c974085066d625f60fc87ddfb3a1f8ef97dc8a3ed3f35a,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-65,MAX,training,train,65,2102,,1102,600,39,0.08443357896845474,0.5309266633571397,0.7333806477486303,0.4923938690692278,2,0.0,0.0,False,True,wrapper_decision_limit,8b555c6dec197f9593f090c974be8226d516e6ef9f6fdc69c7a1a4267c757d0d,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-66,MAX,training,train,66,2102,,1102,600,39,0.15058659065056956,0.5666249048119092,0.7228250375228564,0.545856564382281,2,1.0,1.0,False,True,wrapper_decision_limit,d4b3a871500c46053876ba806b3396776e830c13da94c8bdaf732d743f93cf56,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-67,MAX,training,train,67,2102,,1102,600,39,0.1706505106572985,0.5094070388165005,0.7782909001477861,0.5078572534934287,4,0.0,0.0,False,True,wrapper_decision_limit,e24843e29b4eb546fd91ad5a210655f57b0125f92cc2fe86d1d35ed85c1bdda1,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-68,MAX,training,train,68,2102,,1102,600,39,0.20892728313316083,0.5601593314226074,0.7793653520564414,0.538390211593355,0,0.0,0.0,False,True,wrapper_decision_limit,3436465695fcba908099bda63ddf8d66b3f009dde86f6da268795bed6d8d9f25,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-69,MAX,training,train,69,2102,,1102,600,39,0.12239540911317877,0.5396528435020737,0.7935472824843577,0.5169233296333957,2,0.0,0.0,False,True,wrapper_decision_limit,0efa8cfc9d0c13e8a523ab96c401aa32d555e01973261d974c2f296d021803a1,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-70,MAX,training,train,70,2102,,1102,600,39,0.3773534259598973,0.5436047886837143,0.7349416274850836,0.5492563821295762,3,0.0,0.0,False,True,wrapper_decision_limit,4b7d946c4da2bde4a1a9d6f383c19e11a8aea8a7743478414f68cef81afb9173,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-71,MAX,training,train,71,2102,,1102,600,39,0.11176173832783513,0.5346150960623791,0.7413200250308003,0.5113035178004289,2,0.0,0.0,False,True,wrapper_decision_limit,702b3677fc2b055c8c30af91a80434974ed8c1f8f4b7f203804252fc13566c66,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-72,MAX,training,train,72,2102,,1102,600,39,0.178034272002177,0.546778076062438,0.8310982638309683,0.5240532307721534,1,0.0,0.0,False,True,wrapper_decision_limit,463bc22f0db7a65491100c7a7a75f7c1ffcae7343d7798fe6cb44eb1580c671e,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-73,MAX,training,train,73,2102,,1102,600,39,0.12809767009361805,0.47465702314839053,0.758332321031061,0.49092670355038376,3,1.0,1.0,False,True,wrapper_decision_limit,f62acb74ce07dec22130ac9930b97cf36bb47ad55c79645db22becc1f625e2a4,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-74,MAX,training,train,74,2102,,1102,600,39,0.2253906418966014,0.566348195483937,0.7264092297385838,0.5539135064393047,0,0.0,0.0,False,True,wrapper_decision_limit,7570e2ac804528bf19f4e3239c824109dcef3783769bb63658bf2da0d74053e3,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-75,MAX,training,train,75,2102,,1102,600,39,0.12489361676886852,0.55555981336652,0.7486272254809228,0.5171476422777118,2,0.0,0.0,False,True,wrapper_decision_limit,64a31ccc23bd11ad2bbd21797c9627652f7e8305caa8404ae470b8a45fc8986c,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-76,MAX,training,train,76,2102,,1102,600,39,0.06615672428428236,0.5333174700860198,0.6801778052529606,0.4882759878612633,7,0.0,0.0,False,True,wrapper_decision_limit,6c479c34f63224ac65688a044b09e51027fd6fdb87098026ed3e002a89971ed2,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-77,MAX,training,train,77,2102,,1102,600,39,0.1261769720043823,0.5522001284756439,0.748821853024887,0.5357704650697203,4,0.0,0.0,False,True,wrapper_decision_limit,ba84c28f80856aa43339e8a613cfadfdfd75d581666c493bf0879c3dec98abf3,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-78,MAX,training,train,78,2102,,1102,600,39,0.1283100832424825,0.5750071567965366,0.7679300738748942,0.5365053658923512,1,0.0,0.0,False,True,wrapper_decision_limit,9dc97fc839ee39cc466d8c5aa44d71f4d23e617d5473567e2160a720015fcf7e,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-79,MAX,training,train,79,2102,,1102,600,39,0.16122052656233213,0.5225578176499568,0.7543939980999876,0.512803891084509,2,0.0,0.0,False,True,wrapper_decision_limit,cee86d8bca2756e18406bae7af3ce814907c0baebfd1f26685bf795023dc7cc9,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-80,MAX,training,train,80,2102,,1102,600,39,0.0836870012014431,0.5127533761953835,0.8028372293305164,0.5063286917908181,2,0.0,0.0,False,True,wrapper_decision_limit,84cf34bfc37c0ac9f17ecebc650a173f8cafda164a03b309e74aa1bcb9b68825,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-81,MAX,training,train,81,2102,,1102,600,39,0.09786868747963824,0.5413133643452964,0.7271339126257165,0.5293990539137068,2,1.0,1.0,False,True,wrapper_decision_limit,1e513743ecfb30ac96f1e8d3441a05472e4c345e27fa608a73f7704a668415b1,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-82,MAX,training,train,82,2102,,1102,600,39,0.13742170174812612,0.5743070767194774,0.8588192638058585,0.5544575562987925,1,0.0,0.0,False,True,wrapper_decision_limit,5ba7251d0c75d2d1b48e7279692046234520ab843d144d2a751084973ec4edc0,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-83,MAX,training,train,83,2102,,1102,600,39,0.4514266904572703,0.5835081840741119,0.7913279844635278,0.5990594634912385,5,0.0,0.0,False,True,wrapper_decision_limit,75f0783d4beada473d1ddb4f2c934bd32502e9287c2980f95aab5ad13caab08e,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-84,MAX,training,train,84,2102,,1102,600,39,0.13125985870313417,0.5759127601195239,0.7978740214028914,0.5369923620144953,2,0.0,0.0,False,True,wrapper_decision_limit,51493c86b8300f9363b8f909eafc0c8a283328b568710893642c8f86a051438f,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-85,MAX,training,train,85,2102,,1102,600,39,0.2075961867067123,0.5893811010118667,0.721139779000519,0.5654472160937538,0,0.0,0.0,False,True,wrapper_decision_limit,c97758aabdb6cd975551737785f0bee8858b792070f633373f10cda25bd2959c,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
